Order ID,Amount,Profit,Quantity,Category,Sub-Category
B-25816,391,113,8,Clothing,Stole
B-25817,743,89,5,Electronics,Printers
B-25818,75,28,9,Clothing,Hankerchief
B-25818,36,0,4,Clothing,Kurti
B-25818,32,11,2,Clothing,Leggings
B-25818,94,20,2,Furniture,Furnishings
B-25818,28,14,4,Clothing,Hankerchief
B-25819,417,49,3,Electronics,Electronic Games
B-25820,119,1,1,Furniture,Chairs
B-25821,60,21,4,Clothing,Stole
B-25821,17,0,1,Clothing,Hankerchief
B-25821,125,0,3,Electronics,Accessories
B-25822,34,13,2,Clothing,Saree
B-25823,2103,322,8,Electronics,Electronic Games
B-25823,104,2,2,Furniture,Furnishings
B-25823,59,6,1,Electronics,Accessories
B-25823,103,50,2,Furniture,Furnishings
B-25824,101,38,2,Furniture,Furnishings
B-25825,911,355,5,Electronics,Phones
B-25825,115,25,6,Clothing,Stole
B-25825,140,6,5,Clothing,Saree
B-25826,637,261,2,Electronics,Printers
B-25827,156,21,3,Furniture,Chairs
B-25828,537,107,3,Clothing,Saree
B-25828,15,2,1,Clothing,Leggings
B-25828,128,-3,3,Clothing,Saree
B-25828,222,35,5,Clothing,Saree
B-25829,345,38,7,Clothing,Hankerchief
B-25830,41,11,6,Clothing,Hankerchief
B-25830,54,1,2,Clothing,Saree
B-25830,71,0,8,Clothing,Skirt
B-25830,93,15,2,Electronics,Accessories
B-25830,1063,64,7,Electronics,Phones
B-25830,1954,782,3,Electronics,Phones
B-25831,693,254,6,Clothing,Saree
B-25832,504,116,3,Furniture,Bookcases
B-25833,64,27,5,Clothing,Hankerchief
B-25833,36,4,9,Clothing,Hankerchief
B-25833,45,16,3,Clothing,Stole
B-25834,16,5,1,Clothing,Stole
B-25835,52,11,5,Clothing,Leggings
B-25835,27,2,2,Clothing,Leggings
B-25835,155,26,3,Clothing,Stole
B-25836,1298,65,9,Electronics,Printers
B-25837,263,50,5,Clothing,Stole
B-25838,70,26,5,Clothing,Hankerchief
B-25838,81,19,7,Clothing,Hankerchief
B-25838,955,305,3,Electronics,Printers
B-25838,161,40,3,Clothing,Stole
B-25839,1250,486,7,Clothing,Saree
B-25840,246,61,2,Furniture,Bookcases
B-25840,298,74,2,Furniture,Bookcases
B-25840,262,64,6,Clothing,Saree
B-25841,22,11,2,Clothing,Skirt
B-25842,1543,370,8,Electronics,Printers
B-25843,50,7,6,Clothing,Skirt
B-25843,214,30,3,Electronics,Accessories
B-25843,255,74,5,Clothing,Hankerchief
B-25843,18,6,3,Clothing,Hankerchief
B-25843,45,0,2,Clothing,Stole
B-25844,86,8,2,Clothing,Saree
B-25845,274,-7,4,Electronics,Phones
B-25845,82,33,4,Clothing,Kurti
B-25845,757,371,2,Electronics,Printers
B-25845,132,54,5,Clothing,Stole
B-25846,94,7,7,Clothing,Leggings
B-25847,643,225,2,Electronics,Printers
B-25847,264,71,10,Furniture,Furnishings
B-25848,147,21,3,Furniture,Furnishings
B-25848,16,8,2,Clothing,Hankerchief
B-25848,648,50,6,Electronics,Electronic Games
B-25849,336,123,3,Electronics,Phones
B-25850,45,1,3,Clothing,T-shirt
B-25850,93,-1,2,Clothing,Hankerchief
B-25850,52,18,5,Clothing,Leggings
B-25850,148,24,3,Clothing,Stole
B-25850,24,1,4,Clothing,Hankerchief
B-25850,513,215,2,Electronics,Accessories
B-25850,117,36,2,Clothing,Trousers
B-25850,916,192,11,Electronics,Phones
B-25850,485,199,4,Clothing,Saree
B-25851,10,2,2,Clothing,Hankerchief
B-25851,300,42,2,Electronics,Printers
B-25851,57,27,2,Clothing,T-shirt
B-25851,103,46,2,Clothing,Saree
B-25851,336,71,3,Furniture,Bookcases
B-25851,53,24,6,Clothing,Hankerchief
B-25851,90,29,5,Clothing,T-shirt
B-25851,62,1,3,Clothing,Saree
B-25851,135,54,5,Clothing,Kurti
B-25851,237,47,9,Clothing,T-shirt
B-25852,320,144,1,Electronics,Printers
B-25852,24,1,2,Clothing,Hankerchief
B-25852,45,12,4,Clothing,Hankerchief
B-25852,97,17,2,Clothing,Stole
B-25852,50,16,1,Clothing,Stole
B-25852,869,67,4,Furniture,Tables
B-25852,105,33,5,Clothing,Kurti
B-25853,39,16,6,Clothing,Skirt
B-25853,30,14,3,Clothing,Hankerchief
B-25853,26,11,2,Clothing,Hankerchief
B-25853,19,6,2,Clothing,Saree
B-25853,579,139,3,Electronics,Printers
B-25853,2093,721,5,Furniture,Chairs
B-25853,95,11,4,Furniture,Furnishings
B-25853,128,4,3,Clothing,Saree
B-25853,199,48,4,Clothing,Stole
B-25854,149,48,6,Clothing,Stole
B-25854,436,131,9,Clothing,Hankerchief
B-25854,76,19,3,Clothing,Hankerchief
B-25854,88,16,4,Clothing,Stole
B-25854,342,154,7,Furniture,Furnishings
B-25854,40,16,3,Clothing,Hankerchief
B-25854,53,-2,3,Clothing,Saree
B-25854,381,144,2,Clothing,Saree
B-25855,829,19,4,Electronics,Printers
B-25855,442,31,2,Electronics,Electronic Games
B-25855,90,17,3,Clothing,Hankerchief
B-25855,98,12,2,Clothing,Hankerchief
B-25855,61,30,2,Clothing,Hankerchief
B-25855,1027,441,8,Clothing,Saree
B-25855,1319,567,5,Electronics,Printers
B-25855,197,73,1,Furniture,Bookcases
B-25855,550,242,5,Furniture,Furnishings
B-25856,74,29,3,Clothing,Stole
B-25856,10,2,2,Clothing,Skirt
B-25856,689,90,5,Clothing,Saree
B-25856,257,3,2,Clothing,Saree
B-25856,48,6,1,Clothing,Saree
B-25857,324,39,8,Electronics,Accessories
B-25857,598,166,4,Furniture,Bookcases
B-25857,227,59,2,Furniture,Furnishings
B-25858,22,8,3,Clothing,Hankerchief
B-25858,29,11,4,Clothing,Skirt
B-25858,27,5,2,Clothing,Skirt
B-25858,82,13,2,Clothing,Shirt
B-25858,294,109,7,Electronics,Accessories
B-25858,16,0,1,Clothing,Saree
B-25858,245,30,2,Clothing,Saree
B-25858,223,27,2,Furniture,Bookcases
B-25858,2457,665,11,Electronics,Electronic Games
B-25859,724,253,2,Furniture,Bookcases
B-25860,112,24,3,Clothing,Kurti
B-25861,128,4,3,Clothing,Saree
B-25861,50,3,2,Clothing,Stole
B-25861,62,6,5,Clothing,Hankerchief
B-25861,44,14,3,Clothing,Hankerchief
B-25861,56,18,2,Clothing,Hankerchief
B-25861,216,-83,3,Electronics,Electronic Games
B-25862,2061,701,5,Furniture,Bookcases
B-25862,121,41,4,Clothing,Stole
B-25862,80,3,3,Clothing,Stole
B-25863,189,87,7,Clothing,Stole
B-25864,100,6,4,Clothing,Stole
B-25864,17,5,1,Clothing,Hankerchief
B-25864,22,8,2,Clothing,Leggings
B-25864,27,9,2,Clothing,Hankerchief
B-25865,85,-1,3,Clothing,Saree
B-25866,51,14,2,Clothing,Stole
B-25867,31,14,3,Clothing,Stole
B-25867,240,12,6,Clothing,Kurti
B-25867,163,26,4,Clothing,Shirt
B-25868,170,73,2,Electronics,Accessories
B-25868,62,-1,1,Electronics,Phones
B-25868,1118,206,2,Furniture,Tables
B-25869,86,9,3,Clothing,Saree
B-25870,10,4,1,Clothing,Kurti
B-25870,845,84,7,Clothing,Saree
B-25870,57,7,3,Furniture,Furnishings
B-25870,473,113,9,Clothing,Hankerchief
B-25871,118,25,4,Clothing,Hankerchief
B-25872,57,27,2,Clothing,Shirt
B-25873,66,12,3,Clothing,Stole
B-25873,367,73,3,Electronics,Electronic Games
B-25873,7,1,1,Clothing,Hankerchief
B-25873,1275,357,2,Electronics,Phones
B-25873,42,12,2,Clothing,Kurti
B-25874,124,54,5,Clothing,T-shirt
B-25875,248,8,2,Clothing,Saree
B-25876,282,14,4,Clothing,Trousers
B-25877,1137,568,2,Clothing,Trousers
B-25877,269,33,5,Furniture,Chairs
B-25877,24,8,2,Clothing,Skirt
B-25878,165,46,3,Furniture,Furnishings
B-25878,46,0,4,Clothing,Leggings
B-25878,84,41,3,Clothing,T-shirt
B-25878,140,15,5,Clothing,Stole
B-25878,741,267,5,Furniture,Bookcases
B-25878,719,303,6,Furniture,Chairs
B-25879,57,28,2,Clothing,Kurti
B-25880,108,37,2,Clothing,Stole
B-25881,37,3,3,Clothing,Hankerchief
B-25881,26,9,2,Clothing,Leggings
B-25881,1351,111,6,Electronics,Electronic Games
B-25881,2244,247,4,Clothing,Trousers
B-25881,36,7,3,Clothing,Leggings
B-25881,2115,23,5,Furniture,Chairs
B-25882,121,19,4,Clothing,Stole
B-25883,146,42,5,Clothing,Hankerchief
B-25883,105,26,8,Clothing,Leggings
B-25883,127,29,3,Furniture,Furnishings
B-25883,16,-15,4,Clothing,Hankerchief
B-25883,10,-2,2,Clothing,Leggings
B-25884,24,2,4,Clothing,Hankerchief
B-25885,94,27,2,Clothing,Shirt
B-25885,394,146,2,Furniture,Bookcases
B-25885,734,248,2,Furniture,Chairs
B-25885,349,0,7,Clothing,Stole
B-25886,89,17,2,Clothing,Stole
B-25886,502,84,4,Electronics,Phones
B-25886,63,1,4,Clothing,T-shirt
B-25886,107,37,3,Clothing,Shirt
B-25887,83,6,6,Clothing,Shirt
B-25887,2125,234,6,Electronics,Printers
B-25888,18,2,3,Clothing,Hankerchief
B-25888,223,4,3,Electronics,Phones
B-25888,646,213,3,Electronics,Electronic Games
B-25889,31,10,1,Clothing,Kurti
B-25889,119,43,7,Clothing,Kurti
B-25889,114,11,4,Clothing,T-shirt
B-25890,465,207,9,Clothing,Saree
B-25891,25,2,2,Clothing,Hankerchief
B-25891,97,36,7,Clothing,Hankerchief
B-25891,121,41,4,Clothing,Stole
B-25892,139,30,3,Clothing,Shirt
B-25893,355,114,7,Clothing,Stole
B-25893,61,11,3,Clothing,Kurti
B-25893,149,15,3,Clothing,Saree
B-25893,688,103,6,Electronics,Accessories
B-25893,372,59,3,Electronics,Printers
B-25893,223,62,7,Clothing,Shirt
B-25893,83,12,3,Clothing,Stole
B-25894,1246,62,3,Furniture,Bookcases
B-25895,388,93,2,Furniture,Bookcases
B-25896,31,11,3,Clothing,Skirt
B-25896,42,7,2,Clothing,Kurti
B-25896,190,68,8,Clothing,T-shirt
B-25896,103,36,2,Clothing,Hankerchief
B-25896,287,66,6,Clothing,Kurti
B-25896,23,4,2,Clothing,Skirt
B-25896,79,-2,2,Furniture,Furnishings
B-25897,43,5,3,Clothing,Stole
B-25897,33,10,3,Clothing,Hankerchief
B-25897,24,11,5,Clothing,Hankerchief
B-25897,734,213,6,Electronics,Electronic Games
B-25898,33,13,3,Clothing,Leggings
B-25898,499,33,4,Clothing,Saree
B-25898,147,73,3,Clothing,Stole
B-25898,53,5,3,Clothing,T-shirt
B-25898,171,2,2,Electronics,Electronic Games
B-25898,915,-99,3,Furniture,Tables
B-25898,191,93,4,Clothing,Shirt
B-25898,857,274,2,Furniture,Tables
B-25899,22,9,2,Clothing,Leggings
B-25899,28,6,4,Clothing,Skirt
B-25899,43,17,1,Clothing,Saree
B-25899,846,9,2,Furniture,Chairs
B-25900,15,2,1,Clothing,Leggings
B-25900,140,68,5,Clothing,T-shirt
B-25900,210,62,2,Electronics,Phones
B-25901,158,38,3,Clothing,Hankerchief
B-25901,90,27,2,Clothing,T-shirt
B-25901,159,2,3,Furniture,Furnishings
B-25901,61,28,2,Clothing,Hankerchief
B-25902,79,6,7,Clothing,Saree
B-25902,268,6,2,Furniture,Bookcases
B-25902,802,120,7,Electronics,Accessories
B-25902,1700,85,3,Clothing,Trousers
B-25902,154,26,4,Electronics,Accessories
B-25903,455,77,8,Electronics,Accessories
B-25903,19,8,2,Clothing,Hankerchief
B-25903,25,11,3,Clothing,Leggings
B-25903,37,17,3,Clothing,Hankerchief
B-25903,60,-10,2,Furniture,Furnishings
B-25903,204,94,4,Clothing,Hankerchief
B-25903,74,33,2,Clothing,Shirt
B-25903,336,57,2,Electronics,Phones
B-25904,871,131,2,Furniture,Bookcases
B-25904,83,12,2,Furniture,Chairs
B-25905,152,50,6,Clothing,Stole
B-25906,78,27,3,Clothing,Stole
B-25907,30,11,5,Clothing,Hankerchief
B-25908,179,25,5,Clothing,Kurti
B-25909,168,56,3,Clothing,Saree
B-25909,108,22,3,Electronics,Accessories
B-25909,1622,248,3,Electronics,Phones
B-25909,323,122,5,Electronics,Phones
B-25909,12,2,2,Clothing,Skirt
B-25910,125,15,5,Clothing,Shirt
B-25910,685,7,7,Clothing,Trousers
B-25910,850,289,5,Electronics,Electronic Games
B-25910,1622,-624,5,Furniture,Tables
B-25910,259,47,5,Clothing,Hankerchief
B-25910,33,1,2,Clothing,Shirt
B-25911,40,15,1,Clothing,Kurti
B-25912,102,11,6,Clothing,T-shirt
B-25913,103,21,7,Clothing,Stole
B-25914,460,143,3,Furniture,Chairs
B-25914,125,22,3,Clothing,Stole
B-25915,277,3,1,Electronics,Electronic Games
B-25916,80,26,9,Clothing,Skirt
B-25917,100,12,2,Clothing,T-shirt
B-25918,244,122,5,Furniture,Furnishings
B-25919,28,4,1,Clothing,T-shirt
B-25919,110,12,7,Clothing,Stole
B-25919,636,204,2,Electronics,Printers
B-25919,1599,37,6,Electronics,Electronic Games
B-25919,977,244,7,Electronics,Phones
B-25920,100,7,2,Clothing,T-shirt
B-25921,170,19,5,Clothing,T-shirt
B-25921,84,-42,2,Electronics,Accessories
B-25921,71,-44,5,Electronics,Accessories
B-25922,52,18,2,Clothing,Stole
B-25923,226,58,3,Electronics,Accessories
B-25923,484,28,3,Electronics,Printers
B-25923,253,-11,1,Clothing,Trousers
B-25923,3873,891,6,Electronics,Phones
B-25924,148,54,2,Furniture,Chairs
B-25925,27,12,1,Clothing,Stole
B-25925,314,-41,3,Electronics,Electronic Games
B-25925,1228,14,3,Furniture,Chairs
B-25926,57,6,5,Clothing,Leggings
B-25927,200,7,4,Electronics,Electronic Games
B-25928,25,10,1,Furniture,Furnishings
B-25928,122,15,3,Electronics,Accessories
B-25929,1308,536,3,Furniture,Bookcases
B-25929,216,-135,3,Furniture,Chairs
B-25929,154,-85,3,Furniture,Chairs
B-25930,40,13,3,Clothing,T-shirt
B-25930,351,-94,5,Electronics,Electronic Games
B-25930,595,119,4,Furniture,Bookcases
B-25930,151,29,5,Clothing,Hankerchief
B-25930,58,17,2,Clothing,Hankerchief
B-25930,202,89,9,Clothing,T-shirt
B-25931,73,-36,3,Furniture,Chairs
B-25932,71,-14,4,Furniture,Furnishings
B-25933,81,-44,3,Clothing,Stole
B-25933,412,-412,6,Clothing,Saree
B-25933,207,-100,2,Clothing,Saree
B-25934,105,33,6,Clothing,Saree
B-25935,162,20,3,Furniture,Chairs
B-25935,150,32,3,Clothing,Hankerchief
B-25935,1657,460,4,Furniture,Chairs
B-25936,61,25,4,Clothing,Saree
B-25937,1101,352,3,Furniture,Bookcases
B-25938,61,1,2,Furniture,Furnishings
